province,province_en,year,data_type,gdp_billion_yuan,urbanization_rate_pct,tertiary_share_pct,fai_billion_yuan,fai_gdp_ratio,avg_house_price,total_pop_10k,total_gdp_100m,total_fai_100m,per_capita_area_m2,V_billion,K_billion,urban_q,source
北京,Beijing,2017,interpolated,29192.95,86.55,81.65,7903.85,0.2840975840241426,57305.0,2116.5784418356457,28014.94,9380.382570078997,38.495999999999995,46692.001508511414,66474.62073438423,0.7024034284464871,线性插值（基于相邻实际年份数据）
北京,Beijing,2018,interpolated,32282.125,86.57499999999999,82.575,7860.575,0.2525522227595982,59389.0,2143.0551405193883,30319.9787,10152.190214315877,39.583999999999996,50380.1012648827,71011.46469766501,0.70946433057505,线性插值（基于相邻实际年份数据）
北京,Beijing,2019,actual,35371.3,86.6,83.5,7817.3,0.2210068614950538,58091.0,2175.761650658129,35371.0,11843.4489556738,40.672,51406.22340207767,75278.19146278176,0.6828833477952693,中国统计年鉴2020年
北京,Beijing,2020,interpolated,37468.65,86.85,83.825,,,57830.0,2189.0,36103.0,12088.548179205882,41.76,52863.929712,71514.28188964268,0.7392080059417644,线性插值（基于相邻实际年份数据）
北京,Beijing,2021,interpolated,39566.0,87.1,84.15,,,58688.0,2188.0,40270.0,13483.805644312684,42.01,53944.7654144,67938.56779516053,0.7940227055867175,线性插值（基于相邻实际年份数据）
北京,Beijing,2022,interpolated,41663.35,87.35,84.475,,,59675.0,2187.0,41611.0,13932.81938578334,42.26,55153.198485,64541.6394054025,0.8545366834977447,线性插值（基于相邻实际年份数据）
北京,Beijing,2023,actual,43760.7,87.6,84.8,,,59261.0,2186.0,43761.0,14652.714646157621,42.51,55069.3865046,61314.557435132374,0.89814538028527,中国统计年鉴2024年及各省统计公报
天津,Tianjin,2005,actual,3905.6,75.1,43.8,1739.4,0.4453605079885293,,1152.940681415929,3697.62,1516.8405,25.439999999999998,,4969.714285714286,,中国统计年鉴2006年
天津,Tianjin,2006,interpolated,4969.38,76.0,44.14,2765.42,0.5052287283594938,,1164.6994955752211,4359.15,1849.7987,26.528,,7486.648571428572,,线性插值（基于相邻实际年份数据）
天津,Tianjin,2007,interpolated,6033.16,76.89999999999999,44.48,3791.44,0.5650969487304583,,1177.231592920354,5050.4,2388.6353,27.616,,10903.756142857143,,线性插值（基于相邻实际年份数据）
天津,Tianjin,2008,interpolated,7096.94,77.8,44.82,4817.46,0.624965169101423,,1189.2236194690265,6354.38,3404.1057,28.704,,15176.028335714283,,线性插值（基于相邻实际年份数据）
天津,Tianjin,2009,interpolated,8160.719999999999,78.69999999999999,45.16,5843.48,0.6848333894723875,,1202.6885663716814,7521.85,5006.3247,29.791999999999998,,20260.70691892857,,线性插值（基于相邻实际年份数据）
天津,Tianjin,2010,actual,9224.5,79.6,45.5,6869.5,0.744701609843352,12296.0,1208.8380088495576,9224.46,6511.42,30.88,4589.963722024213,26117.17157298214,0.17574505375507307,中国统计年鉴2011年
天津,Tianjin,2011,interpolated,10687.24,80.19999999999999,46.84,8065.76,0.7511687687371696,12630.0,1223.0148672566372,11307.28,7483.6973,31.968,4937.99395061692,32877.07299433303,0.15019566831475767,线性插值（基于相邻实际年份数据）
天津,Tianjin,2012,interpolated,12149.98,80.8,48.18,9262.02,0.7576359276309873,12690.0,1219.0870796460176,12893.88,8340.2588,33.056,5113.834283856425,40495.23934461638,0.12628235729976692,线性插值（基于相邻实际年份数据）
天津,Tianjin,2013,interpolated,13612.72,81.39999999999999,49.52,10458.28,0.7641030865248049,14401.999999999998,1232.3433628318585,14370.16,10091.0313,34.144,6059.94851903207,48928.757377385555,0.12385249174206345,线性插值（基于相邻实际年份数据）
天津,Tianjin,2014,interpolated,15075.46,82.0,50.86,11654.54,0.7705702454186225,14841.0,1247.9317699115045,15726.93,11626.2649,35.232,6525.162077561458,58136.859508516274,0.11223795252658271,线性插值（基于相邻实际年份数据）
天津,Tianjin,2015,actual,16538.2,82.6,52.2,12850.8,0.7770374043124402,15427.999999999998,1260.451592920354,16538.19,13048.0,36.32,7062.87697416892,68080.81653309046,0.10374254208211547,中国统计年鉴2016年
天津,Tianjin,2016,interpolated,15929.725,82.82499999999999,55.025000000000006,10856.05,0.6691311512257229,23034.0,1281.4407079646016,17885.39,12756.3593,37.408,11041.609106375361,75532.82570643593,0.14618292117508505,线性插值（基于相邻实际年份数据）
天津,Tianjin,2017,interpolated,15321.25,83.05,57.85,8861.3,0.5612248981390056,22027.0,1288.8053097345132,18549.19,13859.015473841435,38.495999999999995,10928.442564063713,80617.48442111413,0.13555921079077354,线性插值（基于相邻实际年份数据）
天津,Tianjin,2018,interpolated,14712.775,83.275,60.675,6866.55,0.4533186450522881,22010.0,1328.083185840708,18809.64,14053.61052517047,39.583999999999996,11570.84294671292,83453.16020005842,0.13865074634650948,线性插值（基于相邻实际年份数据）
天津,Tianjin,2019,actual,14104.3,83.5,63.5,4871.8,0.3454123919655708,20786.0,1359.9964601769911,14104.0,10537.79460143864,40.672,11497.5214852463,84152.3021900555,0.13662753348422346,中国统计年鉴2020年
天津,Tianjin,2020,interpolated,14762.55,83.9,63.675,,,20329.0,1387.0,14084.0,10522.851614198937,41.76,11774.7844848,79944.68708055273,0.14728664173687564,线性插值（基于相邻实际年份数据）
天津,Tianjin,2021,interpolated,15420.8,84.3,63.85,,,18494.0,1379.0,15695.0,11726.509236357024,42.01,10713.9052426,75947.4527265251,0.14106997480454148,线性插值（基于相邻实际年份数据）
天津,Tianjin,2022,interpolated,16079.05,84.69999999999999,64.025,,,16748.0,1372.0,16311.0,12186.75324333988,42.26,9710.6109856,72150.08009019884,0.13458905344886968,线性插值（基于相邻实际年份数据）
天津,Tianjin,2023,actual,16737.3,85.1,64.2,,,16670.0,1364.0,16737.0,12505.038871545556,42.51,9665.872788,68542.5760856889,0.14101998115618172,中国统计年鉴2024年及各省统计公报
河北,Hebei,2005,actual,10195.6,37.7,34.3,4237.5,0.4156204637294519,,6608.932836909591,10263.5304,4501.6171,25.439999999999998,,12107.142857142859,,中国统计年鉴2006年
河北,Hebei,2006,interpolated,12235.34,39.06,34.559999999999995,6228.4,0.4716725133370622,,6680.4757439871455,11761.8549,5303.1935,26.528,,17730.185714285715,,线性插值（基于相邻实际年份数据）
河北,Hebei,2007,interpolated,14275.08,40.42,34.82,8219.3,0.5277245629446726,,6768.99916715081,13725.336800000001,6748.6032,27.616,,25062.976428571426,,线性插值（基于相邻实际年份数据）
河北,Hebei,2008,interpolated,16314.82,41.78,35.08,10210.2,0.583776612552283,,6870.430681622115,16605.5509,8614.4061,28.704,,34020.02760714285,,线性插值（基于相邻实际年份数据）
河北,Hebei,2009,interpolated,18354.56,43.14,35.34,12201.1,0.6398286621598933,,6945.61135045117,17581.3825,12443.5749,29.791999999999998,,44520.12622678571,,线性插值（基于相邻实际年份数据）
河北,Hebei,2010,actual,20394.3,44.5,35.6,14192.0,0.6958807117675037,6406.0,7022.817794459375,20616.0442,14945.6591,30.88,13892.347140355525,56486.11991544642,0.24594266983023189,中国统计年鉴2011年
河北,Hebei,2011,interpolated,22276.66,45.86,36.52,16908.86,0.7430845386149383,6730.965248258787,7067.891038893732,24611.5694,15515.1899,31.968,15208.369674339883,70570.6739196741,0.21550551850547098,线性插值（基于相邻实际年份数据）
河北,Hebei,2012,interpolated,24159.02,47.22,37.440000000000005,19625.72,0.7902883654623729,6700.196998454367,7136.980268194299,26811.7117,18755.0467,33.056,15807.106081736301,86667.86022369038,0.18238717375666186,线性插值（基于相邻实际年份数据）
河北,Hebei,2013,interpolated,26041.379999999997,48.58,38.36,22342.58,0.8374921923098076,6832.385067717756,7141.087374868058,28339.4598,21611.6195,34.144,16659.08252268368,104677.04721250586,0.159147425021112,线性插值（基于相邻实际年份数据）
河北,Hebei,2014,interpolated,27923.74,49.94,39.28,25059.44,0.8846960191572423,7847.135094047982,7306.272467709611,29507.7417,24754.8752,35.232,20199.670753258477,124502.63485188056,0.16224291780884642,线性插值（基于相邻实际年份数据）
河北,Hebei,2015,actual,29806.1,51.3,40.2,27776.3,0.9318998460046768,6603.668608796142,7361.861847188154,30441.3848,28190.774400000002,36.32,17657.075500869563,146053.80310928653,0.12089432198939347,中国统计年鉴2016年
河北,Hebei,2016,interpolated,31130.699999999997,52.875,41.7,26092.3,0.848765360795721,8944.687880968388,7414.5198969789435,32997.6418,30646.0267,37.408,24809.1974286755,164843.41295382218,0.15050160017995584,线性插值（基于相邻实际年份数据）
河北,Hebei,2017,interpolated,32455.3,54.45,43.2,24408.3,0.7656308755867649,10919.340823218117,7325.130765088308,34067.4718,30562.65310535447,38.495999999999995,30791.256344500343,181009.54230613104,0.1701084702618874,线性插值（基于相邻实际年份数据）
河北,Hebei,2018,interpolated,33779.9,56.025,44.7,22724.3,0.682496390377809,10560.113221659227,7374.790552417396,35229.7295,31505.932056963557,39.583999999999996,30827.474215226863,194683.36519082446,0.15834672975274716,线性插值（基于相邻实际年份数据）
河北,Hebei,2019,actual,35104.5,57.6,46.2,21040.3,0.599361905168853,10909.77404721808,7472.435406013054,35001.0,31270.50311472076,40.672,33156.864494926755,205989.4969312832,0.16096385975440133,中国统计年鉴2020年
河北,Hebei,2020,interpolated,37314.4,58.975,47.025000000000006,,,10880.824557877813,7464.0,36334.0,32443.93285709652,41.76,33915.1645512,195690.02208471904,0.17331064808463914,线性插值（基于相邻实际年份数据）
河北,Hebei,2021,interpolated,39524.3,60.35,47.85,,,10093.83658110469,7441.0,40353.0,36003.99153986086,42.01,31552.9707838,185905.52098048307,0.16972584040208535,线性插值（基于相邻实际年份数据）
河北,Hebei,2022,interpolated,41734.2,61.725,48.675,,,10048.6548004315,7416.0,42722.0,38121.46132098881,42.26,31492.5002224,176610.2449314589,0.1783163838237244,线性插值（基于相邻实际年份数据）
河北,Hebei,2023,actual,43944.1,63.1,49.5,,,9063.18138779927,7393.0,44092.0,39342.47524543821,42.51,28483.44291,167779.73268488594,0.1697668869427509,中国统计年鉴2024年及各省统计公报
山西,Shanxi,2005,actual,4179.5,42.1,37.4,1905.5,0.4559157793994497,,3243.957215280866,4161.7569,1751.1268,25.439999999999998,,5862.134168579862,,中国统计年鉴2006年
山西,Shanxi,2006,interpolated,5183.78,43.28,37.6,2677.56,0.4900638411178382,,3298.28698907749,4840.8125,2113.3826,26.528,,8246.587460150868,,线性插值（基于相邻实际年份数据）
山西,Shanxi,2007,interpolated,6188.0599999999995,44.46,37.8,3449.62,0.5242119028362267,,3343.9122918178855,5834.5557,2697.46,27.616,,11283.878087143323,,线性插值（基于相邻实际年份数据）
山西,Shanxi,2008,interpolated,7192.34,45.64,38.0,4221.68,0.5583599645546152,,3378.4799988272657,6933.2249,3290.8947,28.704,,14941.364182786156,,线性插值（基于相邻实际年份数据）
山西,Shanxi,2009,interpolated,8196.619999999999,46.82,38.2,4993.74,0.5925080262730037,,3406.677982722722,7520.409,4576.0661,29.791999999999998,,19188.035973646845,,线性插值（基于相邻实际年份数据）
山西,Shanxi,2010,actual,9200.9,48.0,38.4,5765.8,0.6266560879913922,,3416.643835773299,8988.6723,5579.9723,30.88,,23994.434174964503,,中国统计年鉴2011年
山西,Shanxi,2011,interpolated,9914.02,49.4,40.32,6654.780000000001,0.6612857053909597,7315.0,3459.1678198508644,11148.9646,6442.2402,31.968,8089.122812674196,29449.492466216274,0.2746778343278356,线性插值（基于相邻实际年份数据）
山西,Shanxi,2012,interpolated,10627.14,50.8,42.24,7543.76,0.6959153227905271,7564.0,3459.060043707788,12320.9646,8318.9007,33.056,8648.880981195422,35520.77784290546,0.24348793879024969,线性插值（基于相邻实际年份数据）
山西,Shanxi,2013,interpolated,11340.26,52.2,44.16,8432.74,0.7305449401900947,8128.0,3495.482188964227,12653.7304,10570.9276,34.144,9700.74718094036,42177.47895076018,0.22999826974640739,线性插值（基于相邻实际年份数据）
山西,Shanxi,2014,interpolated,12053.38,53.6,46.08,9321.72,0.7651745575896622,8298.0,3504.26381949062,12757.7479,11892.1525,35.232,10244.895255270596,49390.32500322217,0.2074271682683244,线性插值（基于相邻实际年份数据）
山西,Shanxi,2015,actual,12766.5,55.0,48.0,10210.7,0.7998041749892297,5361.106348505198,3441.0267526252846,12539.4051,13670.7323,36.32,6700.208405975633,57131.50875306106,0.11727693793167401,中国统计年鉴2016年
山西,Shanxi,2016,interpolated,13831.55,56.15,49.4,9196.3,0.6901980013576816,5228.068641300192,3480.3633886663492,13072.2163,13636.0949,37.408,6806.602077333724,63471.23331540801,0.1072391652374176,线性插值（基于相邻实际年份数据）
山西,Shanxi,2017,interpolated,14896.6,57.3,50.8,8181.900000000001,0.5805918277261336,5792.250481174847,3462.2378020881697,14911.1628,15248.132689091644,38.495999999999995,7720.045035465469,68479.57164963761,0.11273500767445765,线性插值（基于相邻实际年份数据）
山西,Shanxi,2018,interpolated,15961.65,58.45,52.2,7167.5,0.4709856540945855,6850.955747058525,3476.8689440970657,16759.9887,17118.97876033608,39.583999999999996,9428.85942859122,72223.09306715573,0.1305518640668562,线性插值（基于相邻实际年份数据）
山西,Shanxi,2019,actual,17026.7,59.6,53.6,6153.1,0.3613794804630375,6995.061386094879,3488.5408157025913,17114.0,17463.377610091236,40.672,9925.008045567964,74765.03841379794,0.13274932048635577,中国统计年鉴2020年
山西,Shanxi,2020,interpolated,19194.575,60.95,52.9,,,7125.51547277937,3490.0,17694.0,18055.79733306795,41.76,10384.8972624,71026.78649310804,0.14621099693715808,线性插值（基于相邻实际年份数据）
山西,Shanxi,2021,interpolated,21362.45,62.3,52.2,,,7215.135593220339,3481.0,22590.0,23125.135186396677,42.01,10551.1841287,67475.44716845264,0.15637071811260383,线性插值（基于相邻实际年份数据）
山西,Shanxi,2022,interpolated,23530.325,63.65,51.5,,,7047.9341196777905,3476.0,25634.0,26345.47800708131,42.26,10353.1163894,64101.67481003,0.16151085630885958,线性插值（基于相邻实际年份数据）
山西,Shanxi,2023,actual,25698.2,65.0,50.8,,,6831.434813960196,3467.0,25670.0,26359.071664278883,42.51,10068.31687095,60896.5910695285,0.16533465493092267,中国统计年鉴2024年及各省统计公报
内蒙古,Inner Mongolia,2005,actual,3905.0,47.2,33.3,2531.3,0.6482202304737517,,2025.3686750320794,3760.9885,2574.6891,25.439999999999998,,7232.285714285716,,中国统计年鉴2006年
内蒙古,Inner Mongolia,2006,interpolated,5458.4,48.86,33.419999999999995,3718.88,0.6636961295469246,,2050.6365103625762,4662.02,3078.9994,26.528,,10589.55142857143,,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2007,interpolated,7011.8,50.52,33.54,4906.460000000001,0.6791720286200975,,2082.2393989209577,6099.739,3931.6701,27.616,,14966.53385714286,,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2008,interpolated,8565.2,52.18,33.66,6094.040000000001,0.6946479276932703,,2108.8680461916883,7920.253299999999,4920.1392000000005,28.704,,20312.24716428572,,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2009,interpolated,10118.6,53.84,33.78,7281.620000000001,0.7101238267664433,,2109.4970342100023,9948.4219,6650.3088,29.791999999999998,,26578.254806071433,,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2010,actual,11672.0,55.5,33.9,8469.2,0.7255997258396162,,2130.8942216974215,11726.667300000001,7831.6697,30.88,,33718.54206576786,,中国统计年鉴2011年
内蒙古,Inner Mongolia,2011,interpolated,12904.0,56.46,35.82,9127.02,0.7123584258040393,6986.999999999999,2150.02927223502,14234.2639,9579.9199,31.968,4802.314326585912,41159.63496247947,0.11667533813075924,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2012,interpolated,14136.0,57.42,37.74,9784.84,0.6991171257684624,6762.0,2138.3154914096713,16296.005000000001,11541.0184,33.056,4779.662688498655,48886.49321435549,0.0977706187175461,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2013,interpolated,15368.0,58.379999999999995,39.66,10442.66,0.6858758257328854,6660.000000000001,2135.542844759815,17306.6291,13706.5214,34.144,4856.203927772511,56884.82855363771,0.08536905272015562,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2014,interpolated,16600.0,59.34,41.58,11100.48,0.6726345256973085,4997.0,2144.5165615132023,18115.4243,14233.7873,35.232,3775.5137065368,65141.067125955815,0.057959039867070676,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2015,actual,17832.0,60.3,43.5,11758.3,0.6593932256617316,5218.900300229504,2119.3354931713498,18737.1119,12216.9796,36.32,4017.2101530287578,73642.31376965802,0.054550297884365516,中国统计年鉴2016年
内蒙古,Inner Mongolia,2016,interpolated,17677.125,61.075,45.475,10108.525,0.5694788335527621,5523.611575169844,2124.474792915713,19389.141200000002,13339.8712,37.408,4389.744092316951,80068.7230811751,0.05482470462113589,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2017,interpolated,17522.25,61.849999999999994,47.45,8458.75,0.4795644414437924,6247.391884082887,2123.1834235816245,17592.7835,12423.783111436102,38.495999999999995,5106.24759787216,84524.03692711635,0.0604117808792686,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2018,interpolated,17367.375,62.625,49.425,6808.974999999999,0.3896500493348228,7183.922499925443,2123.5331965512123,15796.426,11114.346951603913,39.583999999999996,6038.6571247113625,87106.81008076054,0.06932474187853578,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2019,actual,17212.5,63.4,51.4,5159.2,0.2997356572258532,7685.996058601417,2131.1029341948365,15512.0,10903.84745043418,40.672,6661.930740696284,87910.6695767225,0.07578068478800745,中国统计年鉴2020年
内蒙古,Inner Mongolia,2020,interpolated,19066.125,64.85,50.35,,,7796.527033380348,2127.0,15598.0,10968.628513276131,41.76,6925.1497488,83515.13609788637,0.08292089401235216,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2021,interpolated,20919.75,66.3,49.3,,,7413.2295390404515,2126.0,18476.0,13008.411506120641,42.01,6620.9969726,79339.37929299205,0.08345158522288597,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2022,interpolated,22773.375,67.75,48.25,,,7224.071698113207,2120.0,20844.0,14706.204290892696,42.26,6472.1325232,75372.41032834243,0.08586872165830514,线性插值（基于相邻实际年份数据）
内蒙古,Inner Mongolia,2023,actual,24627.0,69.2,47.2,,,7007.721566776781,2119.0,22278.0,15732.760094565041,42.51,6312.4637862,71603.78981192531,0.08815823579702042,中国统计年鉴2024年及各省统计公报
辽宁,Liaoning,2005,actual,8047.3,58.7,38.5,4059.6,0.5044673368707516,,4233.787279995185,8765.6239,4166.6631,25.439999999999998,,11598.857142857143,,中国统计年鉴2006年
辽宁,Liaoning,2006,interpolated,10129.3,59.38,38.3,6248.539999999999,0.5661577793859134,,4256.706158696469,10373.1877,5472.0723,26.528,,17267.454285714284,,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2007,interpolated,12211.3,60.06,38.1,8437.48,0.6278482219010751,,4280.006651182906,12692.5548,7286.3550000000005,27.616,,24841.56157142857,,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2008,interpolated,14293.3,60.74,37.9,10626.419999999998,0.6895386644162369,,4296.265254030822,15474.0422,9792.2939,28.704,,34225.903492857135,,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2009,interpolated,16375.3,61.42,37.7,12815.36,0.7512291069313987,,4306.707446815754,17012.3031,12381.0807,29.791999999999998,,45329.968318214276,,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2010,actual,18457.3,62.1,37.5,15004.3,0.8129195494465604,10846.0,4304.452398391657,20650.8167,16043.0355,30.88,14416.664812160785,58067.76990230355,0.248273092567808,中国统计年鉴2011年
辽宁,Liaoning,2011,interpolated,20514.52,63.16,39.22,15452.38,0.7703263156776795,9408.159427557968,4308.933940084244,24679.079400000002,17657.1997,31.968,12959.551466770223,70616.76140718837,0.18351948189811798,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2012,interpolated,22571.74,64.22,40.94,15900.46,0.7277330819087985,9105.99071431806,4300.817940122979,27443.4217,21535.3745,33.056,12945.790111428652,82986.38333682896,0.1559989674316048,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2013,interpolated,24628.96,65.28,42.66,16348.54,0.6851398481399176,9430.755463807243,4295.365677371509,29787.4714,24791.4018,34.144,13831.237034909824,95185.60416998752,0.1453080763159234,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2014,interpolated,26686.18,66.34,44.38,16796.62,0.6425466143710366,8921.927931267302,4302.674884668354,29027.780000000002,24426.8339,35.232,13524.91485157955,107222.94396148814,0.12613825317496755,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2015,actual,28743.4,67.4,46.1,17244.7,0.5999533806021556,6579.902623127238,4288.899894686221,28674.5457,17640.3698,36.32,10249.701459990967,119106.49676341373,0.08605493183424227,中国统计年鉴2016年
辽宁,Liaoning,2016,interpolated,27784.925000000003,67.575,47.975,14375.525,0.5078545956595695,5937.35855916681,4293.825964929554,22411.7559,6436.3272,37.408,9536.789663570798,127526.69692524303,0.07478269173051134,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2017,interpolated,26826.45,67.75,49.85,11506.35,0.4157558107169834,6405.599028962991,4262.713709723761,23584.0,13734.28696322827,38.495999999999995,10511.423188513203,132656.71207898087,0.07923777865272986,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2018,interpolated,25867.975,67.925,51.725,8637.175,0.3236570257743972,6879.023182180854,4259.601610520919,25732.8427,14981.890344727406,39.583999999999996,11598.863393632704,134661.05147503183,0.08613376523191123,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2019,actual,24909.5,68.1,53.6,5768.0,0.2315582408318111,7512.9674724485085,4263.763413502675,24904.0,14560.954543315942,40.672,13028.671560761635,133695.99890128023,0.09744997358059963,中国统计年鉴2020年
辽宁,Liaoning,2020,interpolated,26234.475,69.44999999999999,53.475,,,7848.659877560631,4247.0,25111.0,14693.459663187945,41.76,13919.9687496,127011.1989562162,0.10959638885385647,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2021,interpolated,27559.45,70.8,53.35,,,7861.402805856725,4226.366863905326,27423.0,16052.4879641153,42.01,13957.894892676037,120660.63900840539,0.11567894060053595,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2022,interpolated,28884.425000000003,72.15,53.225,,,7507.147042664632,4200.366863905326,28858.0,16883.024261725463,42.26,13325.74931216805,114627.60705798511,0.11625252985894693,线性插值（基于相邻实际年份数据）
辽宁,Liaoning,2023,actual,30209.4,73.5,53.1,,,6495.10986821943,3262.0,30067.0,17596.038246242875,42.51,9006.614270645017,108896.22670508585,0.08270823097513604,中国统计年鉴2024年及各省统计公报
吉林,Jilin,2005,actual,3620.3,53.3,36.5,2148.8,0.5935419716598073,,2184.445938220302,3687.799,1691.6383,25.439999999999998,,6139.4285714285725,,中国统计年鉴2006年
吉林,Jilin,2006,interpolated,4629.76,53.32,36.24,3256.1000000000004,0.652167556745447,,2194.913957040397,4162.1565,2637.9545,26.528,,9088.557142857144,,线性插值（基于相邻实际年份数据）
吉林,Jilin,2007,interpolated,5639.22,53.34,35.980000000000004,4363.4,0.7107931418310868,,2210.073911574152,5215.8898,3757.9537,27.616,,12997.529285714287,,线性插值（基于相邻实际年份数据）
吉林,Jilin,2008,interpolated,6648.68,53.36,35.72,5470.7,0.7694187269167264,,2227.6150439936278,6574.840999999999,5186.6706,28.704,,17818.352821428572,,线性插值（基于相邻实际年份数据）
吉林,Jilin,2009,interpolated,7658.14,53.379999999999995,35.46,6578.0,0.8280443120023662,,2235.164410416626,7472.6465,6710.2513,29.791999999999998,,23505.435180357144,,线性插值（基于相邻实际年份数据）
吉林,Jilin,2010,actual,8667.6,53.4,35.2,7685.3,0.8866698970880059,,2235.516028086898,8927.6436,7219.8942,30.88,,30015.463421339286,,中国统计年鉴2011年
吉林,Jilin,2011,interpolated,9788.9,53.78,36.24,8751.44,0.8917081863248207,6289.302744980824,2238.7809747986694,10923.425,6740.534799999999,31.968,4501.213106842209,37266.13025027232,0.12078563233190322,线性插值（基于相邻实际年份数据）
吉林,Jilin,2012,interpolated,10910.2,54.16,37.28,9817.58,0.8967464755616356,6254.437968791187,2221.976259052458,12359.7061,8659.548999999999,33.056,4593.862623623204,45220.4037377587,0.10158827086692644,线性插值（基于相邻实际年份数据）
吉林,Jilin,2013,interpolated,12031.5,54.54,38.32,10883.72,0.9017847647984504,6655.449738706299,2201.799046437351,13551.1594,9062.2754,34.144,5003.4490885795285,53843.103550870765,0.09292646148920981,线性插值（基于相邻实际年份数据）
吉林,Jilin,2014,interpolated,13152.8,54.919999999999995,39.36,11949.86,0.9068230540352652,6941.0,2196.9056654980823,13588.87,10392.791,35.232,5372.4298140379615,63100.80837332722,0.08514042771453453,线性插值（基于相邻实际年份数据）
