province,province_en,year,region,data_type,gdp_billion_yuan,urbanization_rate_pct,fai_billion_yuan,avg_house_price,total_pop_10k,per_capita_area_m2,V_billion,K_billion,urban_q,delta_V,delta_GDP,muq_housing,muq_gdp,pc_gdp,deltaV_gdp,fai_gdp
安徽,Anhui,2016,Central,interpolated,25782.699999999997,51.825,26001.75,6503.486532761699,6007.591425766464,37.408,14615.414057690308,138557.75156255142,0.1054824713368146,1806.4580895221043,3777.0999999999985,0.06947448112231308,0.14526329958560477,42916.86663213881,0.07006473680111487,1.0084960070124542
安徽,Anhui,2017,Central,interpolated,29559.8,53.15,27904.9,8169.754442674217,6037.856233359581,38.495999999999995,18989.230960774825,159534.76398442383,0.1190287965238024,4373.8169030845165,3777.100000000002,0.1567401031032011,0.13535615608728224,48957.44260467817,0.1479650370802413,0.9440151827820216
安徽,Anhui,2018,Central,interpolated,33336.9,54.474999999999994,29808.05,8535.862205601517,6064.683302299477,39.584,20491.56842350187,181366.0757852026,0.1129845718654168,1502.337462727046,3777.100000000002,0.05040039394482517,0.12671409233411787,54968.904950667464,0.045065301894508664,0.8941458263965755
安徽,Anhui,2019,Central,actual,37114.0,55.8,31711.2,8523.383821426982,6096.443225225417,40.672,21134.11704937756,204008.9719959425,0.1035940568819585,642.54862587569,3777.0999999999985,0.020262513745165432,0.11910933676429773,60878.11963282525,0.017312836823723934,0.85442690089993
安徽,Anhui,2020,Central,interpolated,39598.15,57.375,,8571.87936117936,6104.0,41.76,21849.98107677877,193808.52339614535,0.1127400420471566,715.8640274012105,2484.1500000000015,,,64872.460681520315,0.018078218992584515,
安徽,Anhui,2021,Central,interpolated,42082.3,58.95,,8767.57935209424,6111.0,42.01,22508.402384414185,184118.0972263381,0.1222498098964405,658.4213076354135,2484.1500000000015,,,68863.19751268205,0.015646039014868805,
安徽,Anhui,2022,Central,interpolated,44566.45,60.525,,8752.889615699101,6114.0,42.26,22615.509620848406,174912.1923650212,0.1292963590191156,107.1072364342217,2484.149999999994,,,72892.45992803402,0.0024033154185316916,
安徽,Anhui,2023,Central,actual,47050.6,62.1,,8092.026216922574,6121.0,42.51,21055.752430605186,166166.58274677015,0.1267147225546133,-1559.757190243221,2484.1500000000015,,,76867.50530958993,-0.03315063336584913,
北京,Beijing,2005,East,actual,6969.5,83.6,2827.1,,1838.8845962291,25.44,,13227.934875661473,,,,,,37900.69270410972,,0.40563885501111985
北京,Beijing,2006,East,interpolated,8398.32,84.08,3414.84,,1865.2055496264672,26.528,,15981.3781318784,,,1428.8199999999997,,0.4184149184149183,45026.243899402274,,0.4066098934072529
北京,Beijing,2007,East,interpolated,9827.14,84.56,4002.58,,1889.5952614727855,27.616,,19184.88922528448,,,1428.8199999999997,,0.35697475128542083,52006.586809180204,,0.4072985629593147
北京,Beijing,2008,East,interpolated,11255.96,85.03999999999999,4590.32,,2024.4551049448592,28.704,,22815.964764020253,,,1428.8199999999997,,0.31126805974311156,55599.948709687895,,0.40781239450033585
北京,Beijing,2009,East,interpolated,12684.78,85.52,5178.0599999999995,,1940.3215012451085,29.792,,26853.22652581924,,,1428.8200000000015,,0.27593732015465283,65374.629884068956,,0.4082104695548523
北京,Beijing,2010,East,actual,14113.6,86.0,5765.8,24535.0,1958.9642120241904,30.88,14841.912127693771,31276.36519952828,0.4745408244535277,,1428.8199999999997,,0.24780949738110924,72046.23705410356,,0.4085279446774742
北京,Beijing,2011,East,interpolated,15893.8,86.1,6210.72,24964.0,1990.2690145855568,31.968,15883.324993418792,35923.26693955186,0.4421458944740657,1041.4128657250203,1780.199999999999,0.16767989310820972,0.28663343380477607,79857.54630918393,0.06552321444368372,0.3907636940190515
北京,Beijing,2012,East,interpolated,17674.0,86.2,6655.64,29916.0,2020.795090715048,33.056,19983.709257487302,40782.74359257427,0.4900040433063444,4100.384264068511,1780.2000000000007,0.6160766303568869,0.26747239934852257,87460.62419295638,0.2320009202256711,0.37657802421636305
北京,Beijing,2013,East,interpolated,19454.2,86.3,7100.5599999999995,40019.0,2050.0752045535396,34.144,28012.406689589432,45844.16641294555,0.6110353591614056,8028.69743210213,1780.2000000000007,1.0702126677366979,0.2507126198497021,94895.05534620956,0.317155378959265,0.36498853717963214
北京,Beijing,2014,East,interpolated,21234.4,86.4,7545.48,36995.0,2076.707648523657,35.232,27067.97030473699,51097.43809229827,0.5297324350360503,-944.4363848524408,1780.2000000000007,-0.12516584562578403,0.23592932457577262,102250.30959507302,-0.04447671631185438,0.3553422747993821
北京,Beijing,2015,East,actual,23014.6,86.5,7990.4,39121.0,2095.085592315902,36.32,29768.541543578915,56532.96618768336,0.5265696026766147,2700.5712388419233,1780.199999999997,0.3379769772279139,0.22279235082098484,109850.40460595084,0.1173416543777395,0.3471883065532314
北京,Beijing,2016,East,interpolated,26103.775,86.525,7947.125,57136.0,2122.8082532906437,37.408,45371.70396443412,61653.44287829919,0.7359151710958882,15603.162420855206,3089.175000000003,1.0702126677366979,0.3887160451106536,122968.12469772327,0.317155378959265,0.30444351439590633
北京,Beijing,2017,East,interpolated,29192.95,86.55,7903.85,57305.0,2116.5784418356457,38.495999999999995,46692.001508511414,66474.62073438423,0.7024034284464871,1320.2975440772934,3089.1749999999993,0.16704486346240038,0.39084433535555446,137925.19768216962,0.04522658875095848,0.27074516278759087
北京,Beijing,2018,East,interpolated,32282.125,86.57499999999999,7860.575,59389.0,2143.0551405193883,39.584,50380.1012648827,71011.46469766501,0.70946433057505,3688.099756371288,3089.1749999999993,0.4691895639150174,0.39299605944857713,150635.99806478215,0.11424587930228534,0.24349620726640517
北京,Beijing,2019,East,actual,35371.3,86.6,7817.3,58091.0,2175.761650658129,40.672,51406.22340207767,75278.19146278176,0.6828833477952693,1026.122137194965,3089.175000000003,0.13126298558261357,0.3951716065649269,162569.73731153327,0.029010020474083933,0.23510189731128409
北京,Beijing,2020,East,interpolated,37468.65,86.85,,57830.0,2189.0,41.76,52863.929712,71514.28188964268,0.7392080059417644,1457.7063099223305,2097.3499999999985,,,171167.88487894015,0.03890469258759871,
北京,Beijing,2021,East,interpolated,39566.0,87.1,,58688.0,2188.0,42.01,53944.7654144,67938.56779516053,0.7940227055867175,1080.8357023999997,2097.3499999999985,,,180831.80987202926,0.027317285103371575,
北京,Beijing,2022,East,interpolated,41663.35,87.35,,59675.0,2187.0,42.26,55153.198485,64541.6394054025,0.8545366834977447,1208.4330706000037,2097.3499999999985,,,190504.57247370825,0.0290047024687166,
北京,Beijing,2023,East,actual,43760.7,87.6,,59261.0,2186.0,42.51,55069.3865046,61314.557435132374,0.89814538028527,-83.81198040000163,2097.3499999999985,,,200186.1848124428,-0.001915233997628046,
重庆,Chongqing,2005,West,actual,3069.1,45.2,1973.2,,2977.5536348997216,25.44,,6019.897098172098,,,,,,10307.454965805719,,0.6429246358867421
重庆,Chongqing,2006,West,interpolated,4040.4,46.760000000000005,2783.4,,3005.467378129117,26.528,,8502.302243263493,,,971.3000000000002,,0.34896170151613143,13443.499767796919,,0.688892188892189
重庆,Chongqing,2007,West,interpolated,5011.7,48.32,3593.6000000000004,,3039.713623188406,27.616,,11670.787131100318,,,971.2999999999997,,0.2702860641139803,16487.4084248211,,0.7170421214358402
重庆,Chongqing,2008,West,interpolated,5983.0,49.88,4403.8,,3060.129834577661,28.704,,15491.047774545304,,,971.3000000000002,,0.22055951678096192,19551.45802114548,,0.7360521477519639
重庆,Chongqing,2009,West,interpolated,6954.299999999999,51.44,5214.0,,3077.567703118138,29.792,,19930.49538581804,,,971.2999999999993,,0.1862869198312235,22596.740903389466,,0.7497519520296796
重庆,Chongqing,2010,West,actual,7925.6,53.0,6024.2,5967.0,3103.724505928854,30.88,5718.952570379763,24958.170616527135,0.2291414967166187,,971.3000000000011,,0.16123302679193938,25535.77157012555,,0.7600938730190774
重庆,Chongqing,2011,West,interpolated,9484.42,54.58,7704.68,6530.000000000001,3128.481393646611,31.968,6530.737445443795,31414.94208570078,0.207886343626793,811.7848750640323,1558.8199999999997,0.10536256860298317,0.20232118660346693,30316.370170080503,0.08559140939182705,0.8123512033419018
重庆,Chongqing,2012,West,interpolated,11043.240000000002,56.16,9385.16,6497.0,3141.259142146099,33.056,6746.319919314709,39229.35498141574,0.1719712170263994,215.58247387091433,1558.8200000000015,0.022970569907270023,0.1660941315864622,35155.45677793171,0.01952166881014216,0.849855658303179
重庆,Chongqing,2013,West,interpolated,12602.06,57.74,11065.64,6840.0,3155.352247108769,34.144,7369.166143369275,48333.527232344946,0.152464894770556,622.8462240545659,1558.819999999998,0.05628650706642959,0.1408702976059223,39938.67883228313,0.049424159546500014,0.8780818374138831
重庆,Chongqing,2014,West,interpolated,14160.88,59.32,12746.12,6664.0,3171.1365246669593,35.232,7445.3861229501,58662.9708707277,0.1269179861237692,76.21997958082466,1558.8199999999997,0.005979857366855534,0.1222976089978754,44655.53560954684,0.0053824324181000515,0.9000937794826311
重庆,Chongqing,2015,West,actual,15719.7,60.9,14426.6,6237.999999999999,3167.9796691553215,36.32,7177.506526392533,70156.42232719132,0.1023071913918088,-267.8795965575673,1558.8200000000015,-0.018568449708009322,0.1080517932153107,49620.583594816264,-0.017041012014069434,0.9177401604356317
重庆,Chongqing,2016,West,interpolated,17691.225,62.375,15125.0,7433.0,3186.92080222515,37.408,8861.350059365224,81773.60121083175,0.1083644345871299,1683.8435329726917,1971.5249999999978,0.11132849804778128,0.13034876033057838,55511.96938326096,0.09517958948420428,0.8549436231804186
重庆,Chongqing,2017,West,interpolated,19662.75,63.849999999999994,15823.4,9845.0,3185.0417215634607,38.495999999999995,12071.088993855072,93508.32115029015,0.1290910674618353,3209.7389344898475,1971.5250000000015,0.2028476139445282,0.12459553572557108,61734.67012026463,0.16323957404177175,0.804739927019364
重庆,Chongqing,2018,West,interpolated,21634.275,65.325,16521.8,11983.0,3198.1952861952864,39.584,15170.161913475018,105354.70509277564,0.1439913091694968,3099.0729196199463,1971.5250000000015,0.1875747751225621,0.11932870510477075,67645.25947925176,0.14324829094665506,0.7636863264426471
重庆,Chongqing,2019,West,actual,23605.8,66.8,17220.2,11106.0,3209.4697701654222,40.672,14497.27868190018,117307.16983813686,0.1235839096783586,-672.8832315748386,1971.5249999999978,-0.03907522744072883,0.11448908839618574,73550.466869745,-0.0285049958728295,0.7294902100331275
重庆,Chongqing,2020,West,interpolated,25240.8,68.025,,11207.0,3209.0,41.76,15018.2586288,111441.81134623,0.1347632315679159,520.9799468998208,1635.0,,,78656.27921470863,0.02064038964295192,
重庆,Chongqing,2021,West,interpolated,26875.8,69.25,,12499.0,3203.0,42.01,16818.4081697,105869.7207789185,0.1588594741344495,1800.1495409,1635.0,,,83908.21105213862,0.06698031466598203,
重庆,Chongqing,2022,West,interpolated,28510.8,70.475,,11767.0,3197.0,42.26,15897.8312374,100576.23473997255,0.1580674726837992,-920.5769323000004,1635.0,,,89179.8561151079,-0.0322887092715743,
重庆,Chongqing,2023,West,actual,30145.8,71.7,,10156.0,3191.0,42.51,13776.5540796,95547.42300297394,0.1441855117240702,-2121.2771577999993,1635.0,,,94471.32560325917,-0.07036725374015615,
福建,Fujian,2005,East,actual,6554.7,47.3,2924.9,,3506.510013800355,25.44,,9599.123748992935,,,,,,18692.945333688116,,0.4462294231620059
福建,Fujian,2006,East,interpolated,8191.18,48.64,3994.18,,3538.2164770828936,26.528,,13113.34756154329,,,1636.4800000000005,,0.40971613697930503,23150.590284835464,,0.4876196103613887
福建,Fujian,2007,East,interpolated,9827.66,49.98,5063.46,,3576.396880273303,27.616,,17521.140183466126,,,1636.4799999999996,,0.3231940214793836,27479.22092821249,,0.5152253944479154
福建,Fujian,2008,East,interpolated,11464.14,51.32,6132.74,,3617.911119266465,28.704,,22777.82317429282,,,1636.4799999999996,,0.2668432054840087,31687.179762239062,,0.5349498523221106
福建,Fujian,2009,East,interpolated,13100.62,52.66,7202.02,,3640.91207984565,29.792,,28840.952015578176,,,1636.4800000000014,,0.22722513961360857,35981.69830169417,,0.5497465005473023
福建,Fujian,2010,East,actual,14737.1,54.0,8271.3,,3695.0003046103766,30.88,,35670.204414799264,,,1636.4799999999996,,0.19785039836543225,39883.89387035239,,0.5612569637174206
福建,Fujian,2011,East,interpolated,16985.64,55.72,10634.04,11106.636877444556,3703.092777738956,31.968,13148.08892768904,44520.7341940593,0.2953250696715481,,2248.539999999999,,0.21144738970325472,45868.79405806067,,0.6260606017789145
福建,Fujian,2012,East,interpolated,19234.18,57.44,12996.78,11244.531802783637,3735.8795786652818,33.056,13886.236123482517,55291.477484356335,0.2511460491793036,738.1471957934773,2248.540000000001,0.05679462111334325,0.17300746800361327,51485.010678186256,0.03837684766355921,0.6757127155927625
福建,Fujian,2013,East,interpolated,21482.72,59.16,15359.52,13397.395585737562,3784.2617128979746,34.144,17310.75231868412,67886.42361013852,0.2549957914721971,3424.516195201604,2248.540000000001,0.22295724053887128,0.14639389772597067,56768.58956868659,0.1594079425324914,0.7149709161595924
福建,Fujian,2014,East,interpolated,23731.26,60.88,17722.260000000002,14077.24711453128,3863.4512007172966,35.232,19161.542320460925,82214.36242963158,0.2330680644377867,1850.7900017768043,2248.5399999999972,0.10443306902036219,0.12687659474581667,61425.028470901874,0.07798953792494813,0.7467896774128303
福建,Fujian,2015,East,actual,25979.8,62.6,20085.0,11902.695606694671,3896.318695765696,36.32,16844.015777405755,98188.64430815,0.1715474930537119,-2317.52654305517,2248.540000000001,-0.11538593692084491,0.11195120736868314,66677.8105914011,-0.08920494164909545,0.7731006397277885
福建,Fujian,2016,East,interpolated,30083.6,63.575,21112.45,13804.066747177472,3954.673248924677,37.408,20421.241731675414,114391.6620927425,0.1785203690380772,3577.2259542696593,4103.799999999999,0.1694367993420782,0.19437819864582268,76071.01296720302,0.11890950399119984,0.7017926710898962
福建,Fujian,2017,East,interpolated,34187.4,64.55,22139.9,17956.850260301882,4004.6344048568576,38.495999999999995,27682.712411963865,130811.97898810536,0.2116221513205685,7261.47068028845,4103.800000000003,0.3279811869199251,0.18535765744199398,85369.59068857125,0.21240195745474794,0.6476040880558335
福建,Fujian,2018,East,interpolated,38291.2,65.525,23167.35,17367.240509858602,4072.099898197821,39.584,27994.25538949028,147438.7300387001,0.1898704321594622,311.5429775264165,4103.799999999996,0.01344750165756621,0.17713722113232613,94033.0565488986,0.008136150800351426,0.6050306597860605
福建,Fujian,2019,East,actual,42395.0,66.5,24194.8,17986.896007740874,4125.085863258861,40.672,30177.603313968993,164261.59353676508,0.1837167329514226,2183.3479244787122,4103.800000000003,0.09024037910950751,0.1696149585861426,102773.61830841386,0.051500127950907235,0.5706993749262884
福建,Fujian,2020,East,interpolated,45385.025,67.625,,18665.5953125,4160.0,41.76,32426.1708264,156048.5138599268,0.2077954478663383,2248.5675124310073,2990.0250000000015,,,109098.61778846155,0.049544260743075656,
福建,Fujian,2021,East,interpolated,48375.05,68.75,,19832.455243580513,4167.0,42.01,34717.8374041,148246.08816693045,0.2341905802263494,2291.666577699998,2990.0250000000015,,,116090.83273338135,0.04737290354635288,
福建,Fujian,2022,East,interpolated,51365.075,69.875,,19527.444683908045,4176.0,42.26,34461.5969634,140833.78375858392,0.2446969473068605,-256.24044069999945,2990.024999999994,,,123000.65852490421,-0.004988612217542746,
福建,Fujian,2023,East,actual,54355.1,71.0,,18962.98087497012,4183.0,42.51,33719.8455399,133792.0945706547,0.2520316738302708,-741.751423499998,2990.0250000000015,,,129942.86397322496,-0.013646399758256319,
甘肃,Gansu,2005,West,actual,1934.0,30.0,1040.4,,2103.62017334667,25.44,,3040.0536322108223,,,,,,9193.674906260194,,0.537952430196484
甘肃,Gansu,2006,West,interpolated,2371.36,31.22,1498.0,,2118.6167605435535,26.528,,4386.050950600281,,,437.3600000000001,,0.29196261682242997,11192.963466368514,,0.6317050131570069
甘肃,Gansu,2007,West,interpolated,2808.7200000000003,32.44,1955.6,,2144.0285308276243,27.616,,6122.348403070266,,,437.3600000000001,,0.22364491716097368,13100.198806196837,,0.6962602181776751
甘肃,Gansu,2008,West,interpolated,3246.08,33.660000000000004,2413.2000000000003,,2167.8841886403934,28.704,,8229.430982916752,,,437.3599999999997,,0.1812365324051051,14973.49358886097,,0.7434197555205049
甘肃,Gansu,2009,West,interpolated,3683.44,34.88,2870.8,,2185.0804590917674,29.792,,10688.759433770914,,,437.3600000000001,,0.15234777762296228,16857.22823008096,,0.7793801446473949
甘肃,Gansu,2010,West,actual,4120.8,36.1,3328.4,,2190.9193553286814,30.88,,13482.721462082369,,,437.3600000000001,,0.13140247566398272,18808.542587282034,,0.8077072413123665
甘肃,Gansu,2011,West,interpolated,4654.7,37.52,4157.76,8280.0,2196.66342567262,31.968,5814.459133249513,16966.345388978247,0.3427054560039033,,533.8999999999996,,0.1284104902639882,21189.864344259873,,0.8932390916707844
甘肃,Gansu,2012,West,interpolated,5188.6,38.940000000000005,4987.12,8000.0,2192.1611985528407,33.056,5797.126446349016,21105.148119529335,0.2746783113540308,-17.33268690049681,533.9000000000005,-0.0034754902429652407,0.10705577567814702,23668.879840703616,-0.0033405324944102087,0.9611687160312993
甘肃,Gansu,2013,West,interpolated,5722.5,40.36,5816.48,8646.0,2270.503471827073,34.144,6702.731139066818,25866.370713552868,0.2591291686527509,905.6046927178022,533.8999999999996,0.15569634774258698,0.09179091134156735,25203.661086653643,0.15825333206077802,1.0164228920926168
甘肃,Gansu,2014,West,interpolated,6256.4,41.78,6645.84,9224.0,2277.9000078167837,35.232,7402.71871647498,31218.892177875223,0.2371230431335188,699.987577408162,533.8999999999996,0.10532717871753788,0.0803359695689333,27465.648090481132,0.11188344373891727,1.0622466594207531
甘肃,Gansu,2015,West,actual,6790.3,43.2,7475.2,8431.0,2210.640635116698,36.32,6769.289345903738,37133.14756898146,0.1822977525222867,-633.4293705712425,533.9000000000005,-0.08473744790390124,0.07142283818493159,30716.435281854603,-0.09328444554308978,1.1008644684329116
甘肃,Gansu,2016,West,interpolated,7272.3,44.525000000000006,7440.025,6598.397263881534,2227.497555825171,37.408,5498.195585946908,42716.51519053239,0.1287135797810941,-1271.0937599568297,482.0,-0.17084536140091328,0.06478472854593903,32647.84727140136,-0.17478566065162734,1.0230635424831207
甘肃,Gansu,2017,West,interpolated,7754.299999999999,45.85,7404.85,7279.559974246036,2214.576429365206,38.495999999999995,6205.994799342123,47985.53943100577,0.12933052067207,707.7992133952148,481.9999999999991,0.095585894838547,0.06509247317636402,35014.82223498025,0.09127828603422809,0.9549346814025768
甘肃,Gansu,2018,West,interpolated,8236.3,47.175,7369.675,7637.603714679406,2217.9123158566154,39.584,6705.345669943408,52955.93745945548,0.1266212249585271,499.35087060128535,482.0,0.06775751584720972,0.06540315549871602,37135.37249022816,0.060628057574552335,0.8947798161795953
甘肃,Gansu,2019,West,actual,8718.3,48.5,7334.5,7915.337629257138,2220.625073167478,40.672,7148.916302043978,57642.6405864827,0.1240213187547902,443.57063210057004,482.0,0.06047728299142001,0.0657168177789897,39260.56724003526,0.05087811065237146,0.841276395627588
甘肃,Gansu,2020,West,interpolated,9504.675,50.225,,8055.6031531531535,2220.0,41.76,7468.1241264,54760.508557158566,0.1363779176485337,319.2078243560218,786.375,,,42813.851351351346,0.033584296607303436,
甘肃,Gansu,2021,West,interpolated,10291.05,51.95,,8083.461294703486,2209.0,42.01,7501.4593566,52022.483129300635,0.1441964878522869,33.3352302000003,786.375,,,46586.91715708465,0.003239244800093314,
甘肃,Gansu,2022,West,interpolated,11077.425,53.675,,7738.609318181818,2200.0,42.26,7194.7398553,49421.3589728356,0.1455795632664529,-306.71950130000005,786.375,,,50351.931818181816,-0.02768870033423833,
甘肃,Gansu,2023,West,actual,11863.8,55.4,,7442.206486980356,2189.0,42.51,6925.299849,46950.29102419382,0.1475028098426768,-269.4400063000003,786.375,,,54197.35038830516,-0.022711104898936286,
广东,Guangdong,2005,East,actual,22557.4,60.7,7478.7,,9276.399766546228,25.44,,35357.48264663918,,,,,,24316.977025235006,,0.33154086907179015
广东,Guangdong,2006,East,interpolated,27248.54,61.8,9007.82,,9458.846036577392,26.528,,42597.42851430722,,,4691.139999999999,,0.430418041701474,28807.467522602437,,0.33057991363940964
广东,Guangdong,2007,East,interpolated,31939.68,62.900000000000006,10536.94,,9618.834670144646,27.616,,51004.49708859186,,,4691.139999999999,,0.430418041701474,33205.35293026271,,0.3299012388352044
广东,Guangdong,2008,East,interpolated,36630.82,64.0,12066.06,,9780.009779623948,28.704,,60520.33223416226,,,4691.139999999999,,0.38878805509006253,37454.78872252058,,0.32939639352872796
广东,Guangdong,2009,East,interpolated,41321.96,65.10000000000001,13595.18,,9940.030617552253,29.792,,71089.49562245415,,,4691.139999999999,,0.34505905769544787,41571.26028066058,,0.32900617492490675
广东,Guangdong,2010,East,actual,46013.1,66.2,15124.3,12075.276989749382,10137.23316617267,30.88,37800.17662320537,82659.32084133144,0.4573008372009811,,4691.139999999999,,0.3101723716138928,45390.19596939224,,0.3286955236660864
广东,Guangdong,2011,East,interpolated,51373.0,66.7,18241.52,10756.624643614554,10270.663649472235,31.968,35317.50273423074,96767.87479926489,0.3649713585990527,-2482.673888974634,5359.9000000000015,-0.13610016539052852,0.2938296808599284,50019.16307778206,-0.048326433904475774,0.3550799057870866
广东,Guangdong,2012,East,interpolated,56732.9,67.2,21358.74,11640.630458799693,10333.737048678162,33.056,39763.46377985861,113288.22105930164,0.350993805075676,4445.961045627875,5359.9000000000015,0.20815652260516654,0.2509464509610586,54900.661525209776,0.07836653944409461,0.37647890377541077
广东,Guangdong,2013,East,interpolated,62092.8,67.7,24475.96,13804.9746044994,10509.29988872797,34.144,49536.326235513654,132099.77000633653,0.3749917674583196,9772.862455655042,5359.9000000000015,0.3992841324979712,0.21898630329515173,59083.66937611067,0.15739123466255414,0.3941835446299732
广东,Guangdong,2014,East,interpolated,67452.70000000001,68.2,27593.18,14462.937081442837,10691.038218001737,35.232,54477.06182514179,153087.9615060197,0.35585464258076,4940.735589628137,5359.900000000009,0.1790564041414631,0.19424727414527823,63092.74985699901,0.07324741025382432,0.4090745070249226
广东,Guangdong,2015,East,actual,72812.6,68.7,30710.4,12371.228819206191,10877.939115580924,36.32,48877.085713304994,176143.9634307187,0.2774837397849823,-5599.976111836797,5359.899999999994,-0.1823478727674272,0.17453045222465333,66936.02457813676,-0.07690943754016195,0.4217731546463112
广东,Guangdong,2016,East,interpolated,81527.225,69.375,33450.65,13665.902159486366,11129.986301873112,37.408,56898.05573965224,200787.41525918272,0.28337461123351,8020.970026347248,8714.625,0.23978517686045706,0.26052184337225137,73250.06768991212,0.0983839450729158,0.410300362854249
广东,Guangdong,2017,East,interpolated,90241.85,70.05000000000001,36190.9,16595.29901334237,11476.72485973996,38.495999999999995,73319.35869814946,226938.9444962236,0.3230796673568275,16421.302958497217,8714.625,0.453741215567925,0.2407960288359781,78630.31579380803,0.18196992812644264,0.4010434183253114
广东,Guangdong,2018,East,interpolated,98956.475,70.72500000000001,38931.15,17479.44149258643,11788.212228983108,39.584,81563.37270109262,254523.1472714124,0.3204556189701559,8244.014002943164,8714.625,0.2117588101801042,0.2238470993022297,83945.27777223123,0.08330949544174006,0.3934169037448029
广东,Guangdong,2019,East,actual,107671.1,71.4,41671.4,18802.608552645623,12307.948912666636,40.672,94123.7709820308,283468.38990784175,0.3320432694898761,12560.39828093817,8714.625,0.30141531796239557,0.2091272431451787,87480.94484629447,0.11665524250182426,0.38702493055239523
广东,Guangdong,2020,East,interpolated,114671.625,72.4,,19443.13252534854,12624.0,41.76,102499.96384799996,269294.9704124496,0.380623387399371,8376.192865969162,7000.524999999994,,,90836.20484790874,0.07304503503782354,
广东,Guangdong,2021,East,interpolated,121672.15,73.4,,20483.17246422642,12649.0,42.01,108844.40153484997,255830.22189182712,0.4254556038374259,6344.437686850011,7000.524999999994,,,96191.12182781247,0.052143713141010586,
广东,Guangdong,2022,East,interpolated,128672.67500000002,74.4,,20409.759580507805,12682.0,42.26,109384.3349046,243038.71079723575,0.4500695981549129,539.933369750026,7000.525000000023,,,101460.86973663462,0.0041961773915870325,
广东,Guangdong,2023,East,actual,135673.2,75.4,,19638.15058629102,12707.0,42.51,106080.29548545,230886.77525737396,0.4594472566356399,-3304.0394191499945,7000.524999999994,,,106770.4414889431,-0.02435292614274591,
广西,Guangxi,2005,West,actual,3984.1,33.6,1694.9,,4297.290196983538,25.44,,4842.571428571429,,,,,,9271.191419179973,,0.42541602871413875
广西,Guangxi,2006,West,interpolated,5101.24,34.9,2648.16,,4367.306850327403,26.528,,7248.602857142858,,,1117.1399999999999,,0.42185517491390245,11680.516562781882,,0.5191208412072359
广西,Guangxi,2007,West,interpolated,6218.379999999999,36.2,3601.42,,4442.375261889734,27.616,,10487.592714285714,,,1117.1399999999994,,0.3101943122435038,13997.871934292136,,0.579157272472895
广西,Guangxi,2008,West,interpolated,7335.52,37.5,4554.679999999999,,4509.110007105382,28.704,,14517.89307857143,,,1117.1400000000012,,0.24527299393151689,16268.221419394977,,0.6209075839204309
