city,tier,year,gdp_100m,fai_100m,re_invest_100m,infra_invest_100m,inv_gdp_ratio,re_gdp_ratio,urban_rate,ter_share,urban_pop_10k,housing_stock_10k_m2,housing_price_yuan_m2,V_housing_100m,K_pim_100m,urban_q,delta_V,delta_V_over_V,MUQ,pop_growth
四五线城市_004,四五线,2017,655.9450,100.2796,58.8379,41.4417,0.1529,0.0897,0.4839,0.3392,42.2455,2491.4637,2346.7516,584.6846,1118.2428,0.5229,-17.9095,-0.0297,-0.1786,0.0064
四五线城市_004,四五线,2018,682.4136,152.0810,73.5660,78.5150,0.2229,0.1078,0.4995,0.3442,42.8352,2578.2949,2257.9960,582.1780,1242.3678,0.4686,-2.5067,-0.0043,-0.0165,0.0140
四五线城市_004,四五线,2019,728.0933,159.0268,66.3674,92.6594,0.2184,0.0912,0.5172,0.3469,42.5902,2649.6350,2269.3294,601.2895,1370.3354,0.4388,19.1115,0.0328,0.1202,-0.0057
四五线城市_005,四五线,2005,265.3573,81.7483,27.7551,53.9932,0.3081,0.1046,0.1500,0.3102,10.0000,1652.7642,2060.9456,340.6257,490.4898,0.6945,,,,
四五线城市_005,四五线,2006,300.7816,91.4513,30.9212,60.5302,0.3040,0.1028,0.1750,0.3145,10.1781,1722.5282,2024.0982,348.6566,569.6789,0.6120,8.0309,0.0236,0.0878,0.0178
四五线城市_005,四五线,2007,334.1241,116.5287,38.9859,77.5428,0.3488,0.1167,0.1979,0.3181,10.3531,1807.0053,2172.6594,392.6007,671.9657,0.5843,43.9441,0.1260,0.3771,0.0172
四五线城市_005,四五线,2008,369.4573,116.5666,43.5216,73.0450,0.3155,0.1178,0.2186,0.3206,10.6386,1895.5187,2211.8844,419.2668,771.7332,0.5433,26.6661,0.0679,0.2288,0.0276
四五线城市_005,四五线,2009,392.7959,123.2195,43.2327,79.9868,0.3137,0.1101,0.2414,0.3246,10.8397,1976.3312,2198.1219,434.4217,875.6593,0.4961,15.1549,0.0361,0.1230,0.0189
四五线城市_005,四五线,2010,443.4407,155.5317,59.2156,96.3161,0.3507,0.1335,0.2624,0.3318,11.0434,2085.7656,2309.4897,481.7054,1009.2996,0.4773,47.2837,0.1088,0.3040,0.0188
四五线城市_005,四五线,2011,499.0932,171.0122,56.6588,114.3534,0.3426,0.1135,0.2826,0.3352,11.2521,2182.1331,2338.6196,510.3179,1155.0793,0.4418,28.6125,0.0594,0.1673,0.0189
四五线城市_005,四五线,2012,560.2023,210.3183,70.5479,139.7704,0.3754,0.1259,0.3031,0.3374,11.3864,2299.0946,2369.9764,544.8800,1336.5207,0.4077,34.5621,0.0677,0.1643,0.0119
四五线城市_005,四五线,2013,623.3271,229.6188,92.2694,137.3494,0.3684,0.1480,0.3240,0.3478,11.5607,2449.1087,2349.8093,575.4938,1532.7264,0.3755,30.6138,0.0562,0.1333,0.0153
四五线城市_005,四五线,2014,690.7038,242.8497,89.1512,153.6985,0.3516,0.1291,0.3463,0.3532,11.6938,2584.2914,2422.2559,625.9815,1737.2580,0.3603,50.4877,0.0877,0.2079,0.0115
四五线城市_005,四五线,2015,728.7723,288.0304,110.1910,177.8394,0.3952,0.1512,0.3660,0.3592,11.7913,2747.3474,2505.7082,688.4051,1981.8569,0.3474,62.4236,0.0997,0.2167,0.0083
四五线城市_005,四五线,2016,760.3354,262.9369,110.8087,152.1283,0.3458,0.1457,0.3849,0.3666,11.8559,2902.0251,2602.4450,755.2361,2195.2474,0.3440,66.8310,0.0971,0.2542,0.0055
四五线城市_005,四五线,2017,812.8476,285.8918,114.1690,171.7227,0.3517,0.1405,0.4061,0.3716,11.8767,3053.2718,2701.2395,824.7618,2426.2580,0.3399,69.5258,0.0921,0.2432,0.0018
四五线城市_005,四五线,2018,876.0634,313.7756,106.8205,206.9551,0.3582,0.1219,0.4284,0.3789,11.8568,3184.9981,2719.5245,866.1681,2679.3772,0.3233,41.4062,0.0502,0.1320,-0.0017
四五线城市_005,四五线,2019,945.9128,343.2798,125.7743,217.5055,0.3629,0.1330,0.4504,0.3834,11.9764,3337.2082,2771.5812,924.9343,2955.6726,0.3129,58.7663,0.0678,0.1712,0.0101
四五线城市_006,四五线,2005,248.8107,114.4760,17.5535,96.9224,0.4601,0.0705,0.3357,0.2518,64.3306,499.7517,1637.5103,81.8348,686.8558,0.1191,,,,
四五线城市_006,四五线,2006,276.2575,129.0965,25.7816,103.3149,0.4673,0.0933,0.3618,0.2545,65.6534,566.7029,1705.2427,96.6366,798.7809,0.1210,14.8018,0.1809,0.1147,0.0206
四五线城市_006,四五线,2007,301.8438,142.1253,25.2797,116.8456,0.4709,0.0838,0.3870,0.2644,67.0388,626.9828,1859.9814,116.6176,920.9366,0.1266,19.9810,0.2068,0.1406,0.0211
四五线城市_006,四五线,2008,333.4604,176.2657,30.7033,145.5624,0.5286,0.0921,0.4129,0.2685,67.7129,695.9047,1898.6648,132.1290,1074.1789,0.1230,15.5113,0.1330,0.0880,0.0101
四五线城市_006,四五线,2009,362.5427,193.3833,39.5956,153.7877,0.5334,0.1092,0.4373,0.2760,69.3549,780.3200,1970.3122,153.7474,1240.7077,0.1239,21.6184,0.1636,0.1118,0.0242
四五线城市_006,四五线,2010,411.5314,215.7734,37.9898,177.7836,0.5243,0.0923,0.4634,0.2764,71.0111,855.4037,2049.3986,175.3063,1425.4634,0.1230,21.5589,0.1402,0.0999,0.0239
四五线城市_006,四五线,2011,460.6554,253.6430,45.3670,208.2759,0.5506,0.0985,0.4901,0.2796,72.2221,940.7125,2223.8219,209.1977,1643.4698,0.1273,33.8914,0.1933,0.1336,0.0171
四五线城市_006,四五线,2012,505.5030,284.9211,45.6127,239.3083,0.5636,0.0902,0.5177,0.2819,73.5995,1021.0354,2393.0942,244.3434,1887.3041,0.1295,35.1457,0.1680,0.1234,0.0191
四五线城市_006,四五线,2013,561.5130,317.1238,67.0781,250.0457,0.5648,0.1195,0.5421,0.2861,74.5561,1136.5964,2442.7272,277.6395,2157.2453,0.1287,33.2961,0.1363,0.1050,0.0130
四五线城市_006,四五线,2014,619.5029,340.7986,64.2496,276.5490,0.5501,0.1037,0.5728,0.2919,76.0889,1240.3044,2477.2539,307.2549,2444.1128,0.1257,29.6154,0.1067,0.0869,0.0206
四五线城市_006,四五线,2015,636.3227,344.4089,65.3671,279.0419,0.5412,0.1027,0.5956,0.2993,77.2089,1339.9592,2421.4653,324.4665,2727.4189,0.1190,17.2116,0.0560,0.0500,0.0147
四五线城市_006,四五线,2016,665.9707,367.9956,67.0505,300.9450,0.5526,0.1007,0.6228,0.3093,78.0972,1436.7796,2454.2016,352.6147,3027.2290,0.1165,28.1482,0.0868,0.0765,0.0115
四五线城市_006,四五线,2017,687.4531,359.9802,70.7277,289.2525,0.5236,0.1029,0.6485,0.3168,78.8793,1534.0872,2478.8825,380.2822,3311.5284,0.1148,27.6675,0.0785,0.0769,0.0100
四五线城市_006,四五线,2018,728.5488,373.6490,61.4445,312.2045,0.5129,0.0843,0.6772,0.3204,79.5446,1612.0797,2534.4462,408.5729,3602.3892,0.1134,28.2907,0.0744,0.0757,0.0084
四五线城市_006,四五线,2019,764.8877,396.0275,73.3663,322.6612,0.5178,0.0959,0.6976,0.3220,79.7871,1703.3242,2526.2892,430.3090,3908.3570,0.1101,21.7360,0.0532,0.0549,0.0030
四五线城市_007,四五线,2005,414.6134,156.2882,27.5416,128.7466,0.3769,0.0664,0.2487,0.3394,67.1671,1638.0614,2103.0748,344.4966,937.7291,0.3674,,,,
四五线城市_007,四五线,2006,446.6274,163.0291,30.8942,132.1349,0.3650,0.0692,0.2588,0.3444,68.2136,1707.8972,2254.1860,384.9918,1077.3149,0.3574,40.4952,0.1175,0.2484,0.0156
四五线城市_007,四五线,2007,478.9759,170.8603,39.7948,131.0655,0.3567,0.0831,0.2685,0.3521,69.2166,1794.6307,2303.3736,413.3705,1221.2423,0.3385,28.3787,0.0737,0.1661,0.0147
四五线城市_007,四五线,2008,520.3968,221.7274,25.9447,195.7827,0.4261,0.0499,0.2731,0.3568,70.5984,1840.2223,2390.8083,439.9619,1412.4386,0.3115,26.5914,0.0643,0.1199,0.0200
四五线城市_007,四五线,2009,534.4191,241.8495,47.4333,194.4162,0.4525,0.0888,0.2863,0.3564,71.5765,1931.2815,2479.6971,478.8993,1618.9771,0.2958,38.9374,0.0885,0.1610,0.0139
四五线城市_007,四五线,2010,556.4584,256.6170,51.2954,205.3216,0.4612,0.0922,0.2972,0.3631,73.0360,2023.8859,2708.1618,548.1011,1835.1197,0.2987,69.2017,0.1445,0.2697,0.0204
四五线城市_007,四五线,2011,600.8613,263.4073,51.5145,211.8928,0.4384,0.0857,0.3081,0.3685,73.9570,2110.2289,2919.4352,616.0676,2052.6491,0.3001,67.9666,0.1240,0.2580,0.0126
四五线城市_007,四五线,2012,634.2432,297.4463,58.1680,239.2784,0.4690,0.0917,0.3162,0.3690,75.1242,2203.5554,3184.0545,701.6241,2298.7792,0.3052,85.5564,0.1389,0.2876,0.0158
四五线城市_007,四五线,2013,680.1581,292.1588,75.2824,216.8765,0.4295,0.1107,0.3302,0.3752,75.7205,2322.6743,3446.8554,800.5922,2533.4685,0.3160,98.9682,0.1411,0.3387,0.0079
四五线城市_007,四五线,2014,742.4417,303.0528,76.4801,226.5728,0.4082,0.1030,0.3448,0.3846,76.9541,2436.4268,3578.0822,871.7735,2773.1847,0.3144,71.1813,0.0889,0.2349,0.0163
四五线城市_007,四五线,2015,768.7531,337.3241,82.5074,254.8167,0.4388,0.1073,0.3531,0.3874,77.3371,2553.5038,3711.9465,947.8469,3041.1792,0.3117,76.0734,0.0873,0.2255,0.0050
四五线城市_007,四五线,2016,811.2736,355.3260,72.1578,283.1682,0.4380,0.0889,0.3626,0.3951,78.7010,2646.5843,3896.7892,1031.3181,3320.4757,0.3106,83.4712,0.0881,0.2349,0.0176
四五线城市_007,四五线,2017,843.2202,371.8496,73.5372,298.3124,0.4410,0.0872,0.3730,0.3995,80.0637,2736.2298,4031.5557,1103.1263,3609.3134,0.3056,71.8082,0.0696,0.1931,0.0173
四五线城市_007,四五线,2018,876.8652,378.9980,64.3171,314.6809,0.4322,0.0733,0.3856,0.4029,79.4591,2806.5644,4214.8672,1182.9296,3898.0786,0.3035,79.8033,0.0723,0.2106,-0.0076
四五线城市_007,四五线,2019,914.2021,380.6305,89.4788,291.1517,0.4164,0.0979,0.3951,0.4053,79.3928,2909.4433,4539.6115,1320.7742,4181.2571,0.3159,137.8446,0.1165,0.3621,-0.0008
四五线城市_008,四五线,2005,279.7118,119.0811,20.4760,98.6051,0.4257,0.0732,0.3823,0.3279,40.8646,458.5512,1559.0678,71.4912,714.4865,0.1001,,,,
四五线城市_008,四五线,2006,290.4392,128.3111,19.8275,108.4835,0.4418,0.0683,0.4015,0.3336,41.7057,509.2983,1649.0726,83.9870,824.9354,0.1018,12.4957,0.1748,0.0974,0.0206
四五线城市_008,四五线,2007,307.3722,144.9651,26.2726,118.6925,0.4716,0.0855,0.4244,0.3432,42.4393,572.7426,1646.4451,94.2989,949.2771,0.0993,10.3119,0.1228,0.0711,0.0176
四五线城市_008,四五线,2008,322.9428,144.8828,20.0094,124.8734,0.4486,0.0620,0.4439,0.3471,43.0846,616.0177,1667.6452,102.7299,1070.4280,0.0960,8.4310,0.0894,0.0582,0.0152
四五线城市_008,四五线,2009,331.1049,158.6216,25.3791,133.2425,0.4791,0.0766,0.4657,0.3592,44.1888,668.4247,1719.0727,114.9071,1202.2889,0.0956,12.1772,0.1185,0.0768,0.0256
四五线城市_008,四五线,2010,347.9097,166.8994,31.3808,135.5186,0.4797,0.0902,0.4852,0.3666,44.7637,730.2076,1799.9701,131.4352,1339.1311,0.0981,16.5281,0.1438,0.0990,0.0130
四五线城市_008,四五线,2011,363.0234,187.3495,31.6896,155.6599,0.5161,0.0873,0.5055,0.3691,45.9217,788.4702,1865.4741,147.0871,1493.0023,0.0985,15.6519,0.1191,0.0835,0.0259
四五线城市_008,四五线,2012,374.5809,196.3422,36.4147,159.9275,0.5242,0.0972,0.5261,0.3713,47.1595,852.2210,1905.6833,162.4063,1652.0194,0.0983,15.3193,0.1042,0.0780,0.0270
四五线城市_008,四五线,2013,385.8279,192.7388,32.3110,160.4278,0.4995,0.0837,0.5498,0.3780,48.1358,904.2819,1931.1677,174.6320,1803.4577,0.0968,12.2257,0.0753,0.0634,0.0207
四五线城市_008,四五线,2014,400.2034,210.3461,36.2797,174.0664,0.5256,0.0907,0.5686,0.3810,49.2810,960.2177,1996.5179,191.7092,1968.7174,0.0974,17.0772,0.0978,0.0812,0.0238
四五线城市_008,四五线,2015,421.7547,216.8735,36.4484,180.4252,0.5142,0.0864,0.5895,0.3835,49.8652,1013.0984,2024.2549,205.0769,2136.3730,0.0960,13.3678,0.0697,0.0616,0.0119
四五线城市_008,四五线,2016,434.7010,209.3150,39.0553,170.2598,0.4815,0.0898,0.6072,0.3904,50.1221,1067.1678,1955.3256,208.6661,2292.2787,0.0910,3.5891,0.0175,0.0171,0.0052
四五线城市_008,四五线,2017,465.3244,243.2792,45.2724,198.0068,0.5228,0.0973,0.6278,0.3874,50.0232,1127.9789,2012.2098,226.9730,2478.2509,0.0916,18.3070,0.0877,0.0753,-0.0020
四五线城市_008,四五线,2018,491.2534,245.1621,46.1191,199.0430,0.4991,0.0939,0.6502,0.3969,50.5080,1186.7535,2022.2263,239.9884,2661.4568,0.0902,13.0154,0.0573,0.0531,0.0097
四五线城市_008,四五线,2019,522.9942,246.0014,52.1766,193.8248,0.4704,0.0998,0.6718,0.4029,50.7298,1251.2420,2074.2832,259.5430,2840.9218,0.0914,19.5546,0.0815,0.0795,0.0044
四五线城市_009,四五线,2005,120.9996,44.4929,16.5473,27.9456,0.3677,0.1368,0.2847,0.3536,54.7414,820.6376,2494.4001,204.6998,266.9575,0.7668,,,,
四五线城市_009,四五线,2006,132.7701,52.3990,22.3551,30.0439,0.3947,0.1684,0.3017,0.3582,55.5694,874.8175,2554.6254,223.4831,312.6825,0.7147,18.7833,0.0918,0.3585,0.0151
四五线城市_009,四五线,2007,148.7954,57.3107,23.8769,33.4338,0.3852,0.1605,0.3136,0.3654,56.6012,928.3567,2658.3355,246.7884,362.1762,0.6814,23.3053,0.1043,0.4066,0.0186
四五线城市_009,四五线,2008,161.8572,67.3760,25.1207,42.2553,0.4163,0.1552,0.3295,0.3668,57.0777,980.5933,2692.3852,264.0135,420.4978,0.6279,17.2251,0.0698,0.2557,0.0084
四五线城市_009,四五线,2009,175.3033,71.9310,29.9866,41.9444,0.4103,0.1711,0.3436,0.3695,58.6405,1039.9872,2760.8674,287.1267,481.9164,0.5958,23.1132,0.0875,0.3213,0.0274
四五线城市_009,四五线,2010,190.5880,83.1825,35.3783,47.8042,0.4365,0.1856,0.3551,0.3776,59.5228,1106.7763,2853.3275,315.7995,553.0509,0.5710,28.6728,0.0999,0.3447,0.0150
四五线城市_009,四五线,2011,209.6913,95.7145,38.9033,56.8111,0.4565,0.1855,0.3721,0.3810,60.5934,1176.1981,2889.6779,339.8834,634.9391,0.5353,24.0839,0.0763,0.2516,0.0180
四五线城市_009,四五线,2012,233.4222,107.9258,49.1969,58.7288,0.4624,0.2108,0.3873,0.3882,61.7637,1261.2170,2934.4136,370.0932,726.9914,0.5091,30.2099,0.0889,0.2799,0.0193
四五线城市_009,四五线,2013,261.6996,121.4412,47.9713,73.4700,0.4640,0.1833,0.3978,0.3898,62.9181,1338.5510,3179.9590,425.6537,830.2579,0.5127,55.5605,0.1501,0.4575,0.0187
四五线城市_009,四五线,2014,297.8685,129.4831,60.4019,69.0812,0.4347,0.2028,0.4108,0.3913,64.0452,1433.3480,3327.4915,476.9453,938.9846,0.5079,51.2916,0.1205,0.3961,0.0179
四五线城市_009,四五线,2015,321.6425,140.8096,70.2288,70.5808,0.4378,0.2183,0.4230,0.3964,64.0922,1539.4068,3442.3589,529.9191,1056.3196,0.5017,52.9737,0.1111,0.3762,0.0007
四五线城市_009,四五线,2016,345.2854,180.0486,70.8395,109.2092,0.5214,0.2052,0.4353,0.4062,64.7650,1640.4611,3569.6710,585.5907,1209.9602,0.4840,55.6716,0.1051,0.3092,0.0105
四五线城市_009,四五线,2017,379.4711,176.0862,66.8336,109.2527,0.4640,0.1761,0.4469,0.4083,65.1936,1729.5832,3560.9797,615.9011,1355.7974,0.4543,30.3104,0.0518,0.1721,0.0066
四五线城市_009,四五线,2018,407.7504,189.3274,83.9552,105.3721,0.4643,0.2059,0.4644,0.4178,65.3726,1839.8143,3630.8916,668.0166,1511.2299,0.4420,52.1156,0.0846,0.2753,0.0027
四五线城市_009,四五线,2019,432.2557,178.9590,76.2255,102.7334,0.4140,0.1763,0.4781,0.4230,65.8706,1932.9657,3717.6413,718.6073,1652.4081,0.4349,50.5907,0.0757,0.2827,0.0076
四五线城市_010,四五线,2005,68.1217,28.0176,5.6282,22.3894,0.4113,0.0826,0.3360,0.3574,15.5120,831.2238,1740.7329,144.6939,168.1055,0.8607,,,,
四五线城市_010,四五线,2006,75.1689,34.2779,7.3555,26.9223,0.4560,0.0979,0.3504,0.3644,15.7224,843.4387,1821.0434,153.5938,198.1807,0.7750,8.9000,0.0615,0.2596,0.0136
四五线城市_010,四五线,2007,82.1499,35.6786,8.7627,26.9159,0.4343,0.1067,0.3632,0.3662,16.0809,857.8634,1838.0530,157.6798,228.9048,0.6888,4.0860,0.0266,0.1145,0.0228
四五线城市_010,四五线,2008,90.9162,43.7101,8.5547,35.1554,0.4808,0.0941,0.3760,0.3753,16.3861,870.2350,1836.2006,159.7926,266.8923,0.5987,2.1128,0.0134,0.0483,0.0190
四五线城市_010,四五线,2009,98.7050,46.2609,7.9779,38.2830,0.4687,0.0808,0.3886,0.3786,16.7303,879.9432,1857.7139,163.4683,306.4809,0.5334,3.6757,0.0230,0.0795,0.0210
四五线城市_010,四五线,2010,109.7843,49.6777,10.2593,39.4184,0.4525,0.0934,0.4017,0.3840,17.0189,893.5276,1883.4617,168.2925,348.4966,0.4829,4.8242,0.0295,0.0971,0.0172
四五线城市_010,四五线,2011,123.5407,64.3278,13.4118,50.9160,0.5207,0.1086,0.4142,0.3893,17.3465,912.3410,1913.0208,174.5327,404.1120,0.4319,6.2402,0.0371,0.0970,0.0192
四五线城市_010,四五线,2012,135.3313,65.7791,13.4586,52.3205,0.4861,0.0994,0.4301,0.3963,17.7889,929.6935,1946.5194,180.9667,459.7883,0.3936,6.4339,0.0369,0.0978,0.0255
四五线城市_010,四五线,2013,146.9269,75.3000,14.0625,61.2376,0.5125,0.0957,0.4437,0.4045,18.1115,946.7637,1948.8240,184.5076,523.5936,0.3524,3.5409,0.0196,0.0470,0.0181
四五线城市_010,四五线,2014,165.7414,84.5879,16.9330,67.6549,0.5104,0.1022,0.4590,0.4067,18.6421,967.6239,2005.8776,194.0935,595.0917,0.3262,9.5859,0.0520,0.1133,0.0293
四五线城市_010,四五线,2015,175.6863,86.9056,16.7655,70.1401,0.4947,0.0954,0.4745,0.4136,18.6880,986.6885,2076.6044,204.8962,667.1200,0.3071,10.8027,0.0557,0.1243,0.0025
四五线城市_010,四五线,2016,189.0978,95.9535,17.9972,77.9563,0.5074,0.0952,0.4901,0.4139,18.7956,1006.4061,2041.9857,205.5067,746.3955,0.2753,0.6105,0.0030,0.0064,0.0058
四五线城市_010,四五线,2017,201.1101,102.2583,19.2686,82.9897,0.5085,0.0958,0.5035,0.4219,19.0832,1026.7661,2111.0343,216.7539,829.9939,0.2612,11.2472,0.0547,0.1100,0.0153
四五线城市_010,四五线,2018,212.6369,103.0951,26.6020,76.4930,0.4848,0.1251,0.5181,0.4292,19.1826,1056.9066,2138.4794,226.0173,912.3391,0.2477,9.2635,0.0427,0.0899,0.0052
四五线城市_010,四五线,2019,223.4653,110.9617,16.8640,94.0977,0.4966,0.0755,0.5350,0.4331,19.2119,1071.0167,2145.6073,229.7981,1000.4924,0.2297,3.7808,0.0167,0.0341,0.0015
四五线城市_011,四五线,2005,381.8896,116.9317,18.2092,98.7226,0.3062,0.0477,0.3420,0.2890,15.1265,1382.1715,2032.2438,280.8910,701.5904,0.4004,,,,
四五线城市_011,四五线,2006,418.3686,123.2034,18.3550,104.8484,0.2945,0.0439,0.3576,0.2964,15.4043,1419.5731,2206.5639,313.2379,807.2540,0.3880,32.3469,0.1152,0.2625,0.0184
四五线城市_011,四五线,2007,464.7508,159.3583,23.0715,136.2868,0.3429,0.0496,0.3730,0.3052,15.7233,1465.5639,2260.8053,331.3355,946.4310,0.3501,18.0976,0.0578,0.1136,0.0207
四五线城市_011,四五线,2008,507.4961,154.8114,25.6744,129.1370,0.3050,0.0506,0.3896,0.3176,16.1025,1513.7843,2339.1378,354.0950,1077.5816,0.3286,22.7595,0.0687,0.1470,0.0241
四五线城市_011,四五线,2009,544.9943,171.1070,19.2721,151.8348,0.3140,0.0354,0.4053,0.3277,16.5426,1543.1205,2417.8960,373.1105,1221.7490,0.3054,19.0155,0.0537,0.1111,0.0273
四五线城市_011,四五线,2010,609.6870,192.3818,24.3535,168.0283,0.3155,0.0399,0.4207,0.3360,16.9127,1580.8242,2598.0810,410.7109,1383.5871,0.2968,37.6004,0.1008,0.1954,0.0224
四五线城市_011,四五线,2011,676.7422,225.9722,31.9961,193.9761,0.3339,0.0473,0.4394,0.3384,17.2288,1631.2148,2736.3010,446.3495,1574.9696,0.2834,35.6385,0.0868,0.1577,0.0187
四五线城市_011,四五线,2012,751.1025,277.9595,30.5645,247.3950,0.3701,0.0407,0.4573,0.3388,17.6840,1675.0296,2799.4452,468.9154,1813.5549,0.2586,22.5659,0.0506,0.0812,0.0264
四五线城市_011,四五线,2013,831.3716,267.9480,38.6828,229.2652,0.3223,0.0465,0.4728,0.3439,18.1032,1730.8096,2958.9865,512.1442,2036.1640,0.2515,43.2289,0.0922,0.1613,0.0237
四五线城市_011,四五线,2014,919.6421,304.3442,45.8890,258.4552,0.3309,0.0499,0.4928,0.3428,18.5640,1795.6908,3096.9427,556.1152,2289.6041,0.2429,43.9709,0.0859,0.1445,0.0255
四五线城市_011,四五线,2015,956.1276,348.5949,44.2936,304.3013,0.3646,0.0463,0.5105,0.3450,18.5279,1853.6657,3104.6546,575.4992,2580.9589,0.2230,19.3840,0.0349,0.0556,-0.0019
四五线城市_011,四五线,2016,985.7574,349.5109,51.4246,298.0863,0.3546,0.0522,0.5285,0.3487,18.6140,1919.6627,3270.7683,627.8772,2865.9458,0.2191,52.3780,0.0910,0.1499,0.0046
四五线城市_011,四五线,2017,1024.2601,342.8893,41.0142,301.8751,0.3348,0.0400,0.5472,0.3513,18.8264,1965.2254,3420.1283,672.1323,3137.1865,0.2142,44.2551,0.0705,0.1291,0.0114
四五线城市_011,四五线,2018,1070.6678,364.2709,33.9008,330.3701,0.3402,0.0317,0.5641,0.3586,18.8573,1997.0681,3425.9773,684.1910,3423.0278,0.1999,12.0587,0.0179,0.0331,0.0016
四五线城市_011,四五线,2019,1135.8440,393.6117,43.7486,349.8631,0.3465,0.0385,0.5856,0.3599,19.0014,2041.1197,3557.7829,726.1861,3731.0638,0.1946,41.9951,0.0614,0.1067,0.0076
四五线城市_012,四五线,2005,201.5883,97.0370,36.0166,61.0204,0.4814,0.1787,0.2891,0.3671,84.4241,1039.7648,2192.4443,227.9627,582.2218,0.3915,,,,
四五线城市_012,四五线,2006,220.6478,99.7270,35.6952,64.0318,0.4520,0.1618,0.3107,0.3742,85.6562,1128.9816,2314.0150,261.2480,667.3933,0.3914,33.2854,0.1460,0.3338,0.0146
四五线城市_012,四五线,2007,245.9428,117.5792,46.6724,70.9068,0.4781,0.1898,0.3376,0.3835,87.4308,1239.4458,2451.2259,303.8162,768.2877,0.3954,42.5681,0.1629,0.3620,0.0207
四五线城市_012,四五线,2008,266.8246,125.4612,43.2520,82.2093,0.4702,0.1621,0.3618,0.3869,89.1007,1332.9745,2469.3566,329.1589,874.5417,0.3764,25.3428,0.0834,0.2020,0.0191
四五线城市_012,四五线,2009,287.3098,143.2788,51.2226,92.0562,0.4987,0.1783,0.3840,0.3911,91.4809,1437.8508,2521.8084,362.5984,995.9570,0.3641,33.4395,0.1016,0.2334,0.0267
四五线城市_012,四五线,2010,315.5320,174.7139,66.3730,108.3409,0.5537,0.2104,0.4058,0.3959,93.8381,1568.2862,2584.5520,405.3317,1145.7720,0.3538,42.7333,0.1179,0.2446,0.0258
四五线城市_012,四五线,2011,345.4867,190.0093,74.1606,115.8487,0.5500,0.2147,0.4285,0.4030,95.7861,1706.0390,2638.7914,450.1881,1307.1370,0.3444,44.8564,0.1107,0.2361,0.0208
四五线城市_012,四五线,2012,377.2701,203.0810,78.6232,124.4578,0.5383,0.2084,0.4540,0.4066,96.3686,1843.6472,2652.4324,489.0149,1477.5396,0.3310,38.8269,0.0862,0.1912,0.0061
四五线城市_012,四五线,2013,415.7247,218.2761,96.6678,121.6084,0.5250,0.2325,0.4758,0.4131,97.9777,2006.4628,2718.1002,545.3767,1658.8772,0.3288,56.3617,0.1153,0.2582,0.0167
四五线城市_012,四五线,2014,453.3873,246.9228,96.0138,150.9090,0.5446,0.2118,0.5033,0.4199,99.8079,2158.3631,2730.0398,589.2417,1864.3281,0.3161,43.8650,0.0804,0.1776,0.0187
四五线城市_012,四五线,2015,472.7913,254.8779,107.5432,147.3346,0.5391,0.2275,0.5281,0.4233,100.2126,2321.1393,2775.9987,644.3480,2072.5977,0.3109,55.1063,0.0935,0.2162,0.0041
四五线城市_012,四五线,2016,497.3727,260.3187,109.7419,150.5767,0.5234,0.2206,0.5491,0.4243,100.5284,2478.3256,2891.7461,716.6689,2281.1014,0.3142,72.3209,0.1122,0.2778,0.0032
四五线城市_012,四五线,2017,531.5280,266.3146,109.8997,156.4149,0.5010,0.2068,0.5720,0.4298,101.7351,2627.0683,2953.1296,775.8073,2490.3885,0.3115,59.1384,0.0825,0.2221,0.0120
四五线城市_012,四五线,2018,560.7327,278.4283,130.0524,148.3760,0.4965,0.2319,0.5949,0.4390,102.0052,2798.3455,3052.1347,854.0928,2706.5571,0.3156,78.2855,0.1009,0.2812,0.0027
四五线城市_012,四五线,2019,598.3099,293.0212,128.1923,164.8288,0.4897,0.2143,0.6215,0.4497,101.9376,2957.9606,3161.9353,935.2880,2931.9144,0.3190,81.1952,0.0951,0.2771,-0.0007
四五线城市_013,四五线,2005,441.3658,110.9507,15.9767,94.9740,0.2514,0.0362,0.2557,0.3302,40.6603,899.7183,1873.1176,168.5278,665.7040,0.2532,,,,
四五线城市_013,四五线,2006,508.7753,124.0396,19.0610,104.9786,0.2438,0.0375,0.2737,0.3386,41.7030,943.9147,1933.2209,182.4796,773.1010,0.2360,13.9517,0.0828,0.1125,0.0256
四五线城市_013,四五线,2007,579.6995,170.2197,29.2191,141.0006,0.2936,0.0504,0.2865,0.3423,42.7147,1010.6992,2047.4974,206.9404,923.9932,0.2240,24.4608,0.1340,0.1437,0.0243
四五线城市_013,四五线,2008,673.1460,164.2643,39.0291,125.2352,0.2440,0.0580,0.3044,0.3405,43.6218,1096.1738,2132.2852,233.7355,1065.1577,0.2194,26.7951,0.1295,0.1631,0.0212
四五线城市_013,四五线,2009,743.4306,185.0059,39.1950,145.8109,0.2489,0.0527,0.3171,0.3485,44.4934,1175.6620,2181.8908,256.5166,1223.5347,0.2097,22.7811,0.0975,0.1231,0.0200
四五线城市_013,四五线,2010,863.6462,252.2905,46.3146,205.9759,0.2921,0.0536,0.3362,0.3564,45.4551,1264.9554,2313.2837,292.6201,1445.2368,0.2025,36.1035,0.1407,0.1431,0.0216
四五线城市_013,四五线,2011,996.9263,275.3670,48.9522,226.4147,0.2762,0.0491,0.3545,0.3578,46.0604,1353.5863,2453.4389,332.0941,1684.4728,0.1972,39.4741,0.1349,0.1434,0.0133
